REFERENCE_NUM,PRODUCT_INDEX,VEHICLE_MODEL_CODE,CLAIMNO,CLAIM_NO,PARTNO,PARTDESCRIPTION,TOTAL_AMOUNT,NUM_CLAIM_NO
202010150090400,N000706,40508.0,'23002034406100000001,C230020344061,71711M69R00-5PK,"BUMPER,FRONT",1437.5,2.30020344061e+19
202007210015728,N000706,12791.0,'23002034336100000001,C230020343361,58210M83K00,".MEMBER, RDTR SUPPORT LOWER",398.43,2.30020343361e+19
202001250034805,N000706,30135.0,'23002034009000000001,C230020340090,58230M64M00,"MEMBER,HOOD LOCK",617.18,2.3002034009e+19
202009240051063,N000706,18914.0,'23002033943400000001,C230020339434,72433M55R00,"COVER,FRONT END LOWER",195.31,2.30020339434e+19
202006260018674,N000706,42003.0,'23002027133300000001,C230020271333,35650M62S00,"LAMP UNIT RR COMB, RH",889.83,2.30020271333e+19
202006260018674,N000706,42003.0,'23002027133300000001,C230020271333,84702M62S00-5PK,"MIRROR ASSY,OUT REAR VIEW,L",686.44,2.30020271333e+19
202001180117985,N000706,26692.0,'23002026993900000001,C230020269939,36410M75F30,"LAMP ASSY,SIDE TURN SIGNAL",60.16,2.30020269939e+19
202006200124619,N000706,25372.0,'23002032027100000001,C230020320271,77811M58J00-0PG,"EMBLEM, S (CHROME)",64.84,2.30020320271e+19
202002150053574,N000706,30557.0,'23002033638400000001,C230020336384,72371M68P00-5PK,"GARNISH,COWL TOP SIDE,R(BLACK",17.18,2.30020336384e+19
202004150024720,N000706,40504.0,'23002033072000000001,C230020330720,35321M69R00,UNIT HEAD LAMP LH,2004.2,2.3002033072e+19
202010220126038,N000706,30557.0,'23002032250900000001,C230020322509,68004M68P01,"PANEL ASSY,REAR DOOR,L",6085.93,2.30020322509e+19
201911010097702,N000706,30557.0,'23002017715900000001,C230020177159,73910M68P00,"MODULE ASSY,PASSENGER AIR BAG",4035.15,2.30020177159e+19
201911010097702,N000706,30557.0,'23002017715900000001,C230020177159,35121M50S00,"UNIT, HEADLAMP RH",12627.11,2.30020177159e+19
201911010097702,N000706,30557.0,'23002017715900000001,C230020177159,71721M50S00-5PK,"GRILLE, RADIATOR LOWER (BLACK)",199.21,2.30020177159e+19
201911010097702,N000706,30557.0,'23002017715900000001,C230020177159,71761M50S00-5PK,"BEZEL, FRONT FOG LAMP LH",56.25,2.30020177159e+19
201911010097702,N000706,30557.0,'23002017715900000001,C230020177159,84611M68P00,".MOLDING, WINDSHIELD",335.93,2.30020177159e+19
201911010097702,N000706,30557.0,'23002017715900000001,C230020177159,84702M68PC1-5PK,"MIRROR ASSY,OUT REAR VIEW,LH",3844.06,2.30020177159e+19
202004210017186,N000706,22616.0,'23002032067600000001,C230020320676,64111M55R00-P31,"PANEL, QTR RH",2485.15,2.30020320676e+19
202004210017186,N000706,22616.0,'23002032067600000001,C230020320676,71733M55R00,"HOLDER, FR BUMPER FRONT, R",63.28,2.30020320676e+19
202004210017186,N000706,22616.0,'23002032067600000001,C230020320676,35121M55R10,"UNIT,  HEADLAMP RH",1965.25,2.30020320676e+19
202010080055049,N000706,41761.0,'23002032022100000001,C230020320221,68002M72R00,"PANEL ASSY,FRONT DOOR,L",6402.34,2.30020320221e+19
202006150047462,N000706,23101.0,'23002021783800000001,C230020217838,72123M82S00-5PK,"MOLDING,RADIATOR GRILLE SIDE,R",93.75,2.30020217838e+19
202006150047462,N000706,23101.0,'23002021783800000001,C230020217838,72433M56R10,"COVER, FRONT END LOWER",242.18,2.30020217838e+19
202006150047462,N000706,23101.0,'23002021783800000001,C230020217838,72372M56R00-5PK,"GARNISH, COWL TOP SIDE, L",32.03,2.30020217838e+19
202006150047462,N000706,23101.0,'23002021783800000001,C230020217838,84611M56R00,"MOLDING, WINDSHIELD",289.06,2.30020217838e+19
202006150047462,N000706,23101.0,'23002021783800000001,C230020217838,17700M55R50,RADIATOR ASSY,2148.43,2.30020217838e+19
202006150047462,N000706,23101.0,'23002021783800000001,C230020217838,65111M56R00,"PANEL, ROOF",2820.31,2.30020217838e+19
202008310126243,N000706,30557.0,'23002032970000000001,C230020329700,57711M68P00,"PANEL,FRONT FENDER,L",1316.4,2.300203297e+19
202001290150477,N000706,23106.0,'23002032953500000001,C230020329535,71811M56R10-5PK,"BUMPER,REAR",1755.81,2.30020329535e+19
202011120006672,N000706,30557.0,'23002032801400000001,C230020328014,09409M08006,CLIP,3.12,2.30020328014e+19
202002210057601,N000706,21829.0,'23002032756200000001,C230020327562,71711M55R00-5PK,"BUMPER ,FRONT",1671.87,2.30020327562e+19
202002210057601,N000706,21829.0,'23002032756200000001,C230020327562,43281M67L00,"NUT,WHEEL",14.06,2.30020327562e+19
202002210057601,N000706,21829.0,'23002032756200000001,C230020327562,84511M55R00,"GLASS,WINDSHIELD",3211.86,2.30020327562e+19
202012260042229,N000706,12794.0,'23002032706300000001,C230020327063,71732M79M10,"HOLDER,FR BUMPER SIDE,L",46.87,2.30020327063e+19
202012260042229,N000706,12794.0,'23002032706300000001,C230020327063,71712M60P00,"CAP, FRONT BUMPER",7.03,2.30020327063e+19
202012260042229,N000706,12794.0,'23002032706300000001,C230020327063,09409M08006,CLIP,2.34,2.30020327063e+19
202005290016495,N000706,12794.0,'23002032620600000001,C230020326206,71811M74L00,YP8 SWIFT-REAR BUMPER,1789.06,2.30020326206e+19
202007290110234,N000706,18913.0,'23002031847800000001,C230020318478,95310M55R00,CONDENSER ASSY,3105.46,2.30020318478e+19
202002120043045,N000706,22616.0,'23002031468300000001,C230020314683,84510M74L00,GLASS WINDSHIELD,2788.13,2.30020314683e+19
202003070062279,N000706,25375.0,'23002031455300000001,C230020314553,38340M53M01,BLADE ASSY WIPER DS,288.13,2.30020314553e+19
202003070062279,N000706,25375.0,'23002031455300000001,C230020314553,38350M53M01,BLADE ASSY WIPER AS,216.1,2.30020314553e+19
202004090013910,N000706,18914.0,'23002031318700000001,C230020313187,83921M74L00-0CB,"TAPE, FRONT DOOR OUTER FR RH",171.87,2.30020313187e+19
201904260040885,N000706,27584.0,'23002031196100000001,C230020311961,35671M74K00,"LAMP UNIT, RR COMBINATION LH",1330.5,2.30020311961e+19
202003140079893,N000706,36542.0,'23002032647700000001,C230020326477,68004M56R00,"PANEL ASSY, REAR DOOR, L",6890.62,2.30020326477e+19
202003140079893,N000706,36542.0,'23002032647700000001,C230020326477,57711M56R10,"PANEL,FRONT FENDER,L (ED COATED)",914.06,2.30020326477e+19
202010200099567,N000706,36542.0,'23002032258300000001,C230020322583,71711M54T00-5PK,"BUMPER,FRONT",1562.5,2.30020322583e+19
202010200099567,N000706,36542.0,'23002032258300000001,C230020322583,38450M56R00,"TANK ASSY,  WASHER FRONT",175.78,2.30020322583e+19
202010070088703,N000706,19224.0,'23002032151100000001,C230020321511,41710M69R00,"SUPPORT COMP,FRONT STRUT",238.28,2.30020321511e+19
202002220085871,N000706,12788.0,'23002029436300000001,C230020294363,77862M86G00-0PG,EMBLEM(DDIS),38.28,2.30020294363e+19
202011240090195,N000706,25375.0,'23002029561600000001,C230020295616,68001M53M00,"PANEL ASSY,FRONT DOOR,R",4178.29,2.30020295616e+19
202011030028183,N000706,31267.0,'23002031742600000001,C230020317426,09409M07L01,CLIP,3.12,2.30020317426e+19
202011030028183,N000706,31267.0,'23002031742600000001,C230020317426,84611M82P00,"MOLDING,WINDSHIELD",300.78,2.30020317426e+19
202011030028183,N000706,31267.0,'23002031742600000001,C230020317426,03141M05203,SCREW FR.FENDER LINING,1.95,2.30020317426e+19
202002250021517,N000706,21829.0,'23002031584100000001,C230020315841,990J0M999Z0-380,Multi Hole File Sheets 70 X396 MM P,5346.61,2.30020315841e+19
202002250021517,N000706,21829.0,'23002031584100000001,C230020315841,77862M86G00-0PG,EMBLEM(DDIS),39.06,2.30020315841e+19
202009090275858,N000706,41855.0,'23002031866700000001,C230020318667,35500M72S00,"LAMP ASSY,FOG",2161.01,2.30020318667e+19
202009090275858,N000706,41855.0,'23002031866700000001,C230020318667,71732M72S00,"HOLDER,FR BUMPER SIDE,L",57.81,2.30020318667e+19
202010030068283,N000706,18914.0,'23002030413600000001,C230020304136,45151M68PB0,"KNUCKLE,STEERING,L",1367.18,2.30020304136e+19
202012030027140,N000706,36542.0,'23002029659700000001,C230020296597,71751M54T00-5PK,"BEZEL,FRONT FOG LAMP,RH",140.62,2.30020296597e+19
202008260082771,N000706,40505.0,'23002029406000000001,C230020294060,71721M69R00-5PK,"GRILLE,RADIATOR LOWER",378.9,2.3002029406e+19
202007270051028,N000706,23139.0,'23002033919500000001,C230020339195,77821M75J00-0PG,EMBLEM (MARUTI SUZUKI),89.06,2.30020339195e+19
202001200105139,N000706,31266.0,'23002033460200000001,C230020334602,77220M82P00-5PK,"GUARD ASSY,FR FENDER SPLASH,L",414.06,2.30020334602e+19
202001200105139,N000706,31266.0,'23002033460200000001,C230020334602,01550M0616A,BOLT,1.69,2.30020334602e+19
202001200105139,N000706,31266.0,'23002033460200000001,C230020334602,35321M82P12,UNIT HEADLAMP LH,5720.33,2.30020334602e+19
202001230063786,N000706,36544.0,'23002033185000000001,C230020331850,71711M56R00-5PK,"BUMPER,FRONT (BLACK)",1398.43,2.3002033185e+19
202012160130169,N000706,17662.0,'23002032948700000001,C230020329487,99000M24120-460,DG SEALANT SET WITHOUT PRIMER,584.74,2.30020329487e+19
202006180039725,N000706,20646.0,'23002032733200000001,C230020327332,99000M24120-883,AIR DRYING SEALER ( PU 92),673.72,2.30020327332e+19
201912310115540,N000706,30558.0,'23002031342400000001,C230020313424,83931M68P00-0CB,"TAPE,REAR DOOR OUTER RR,R(BLA",121.18,2.30020313424e+19
201912310115540,N000706,30558.0,'23002031342400000001,C230020313424,69100M68P20,"PANEL ASSY, BACK DOOR",2929.68,2.30020313424e+19
201912310115540,N000706,30558.0,'23002031342400000001,C230020313424,69510M68P01,"HINGE COMP,BACK DOOR",82.03,2.30020313424e+19
202005150041289,N000706,18914.0,'23002030836800000001,C230020308368,71711M53MA0-5PK,"BUMPER, FRONT",1031.0,2.30020308368e+19
202011070229509,N000706,31268.0,'23002030623900000001,C230020306239,83934M82P00-0CB,"TAPE,REAR DOOR OUTER UPR,L",127.11,2.30020306239e+19
202001290078781,N000706,21829.0,'23002034137300000001,C230020341373,71822M55R00,"HOLDER,RR BUMPER SIDE,L",31.25,2.30020341373e+19
202001290078781,N000706,21829.0,'23002034137300000001,C230020341373,71740M56R00-C48,"GRILLE COMP, RADIATOR UPPER",582.03,2.30020341373e+19
202006230049735,N000706,23106.0,'23002034028500000001,C230020340285,17100M68P00,"FAN ASSY, ENG CLG",2898.43,2.30020340285e+19
202006230049735,N000706,23106.0,'23002034028500000001,C230020340285,72460M55R00,"ABSORBER COMP, FR BUMPER LOWER",242.18,2.30020340285e+19
202001300024503,N000706,41406.0,'23002033799000000001,C230020337990,77821M75J00,"EMBLEM, MARUTI SUZUK",81.64,2.3002033799e+19
202008060067502,N000706,19224.0,'23002033039200000001,C230020330392,71771M69R00-5PK,"GUIDE,GRILLE AIR",558.59,2.30020330392e+19
202008060067502,N000706,19224.0,'23002033039200000001,C230020330392,57300M69R00,"PANEL,FRONT HOOD",2804.68,2.30020330392e+19
202005220031286,N000706,37031.0,'23002033025100000001,C230020330251,71761M79M10-5PK,"BEZEL,FRONT FOG LAMP,L",101.56,2.30020330251e+19
202005070001008,N000706,12794.0,'23002032859800000001,C230020328598,09409M07L01,CLIP,3.12,2.30020328598e+19
202007310075674,N000706,19224.0,'23002030203700000001,C230020302037,71740M69R00-C48,"GRILLE COMP,RADIATOR UPPER",875.0,2.30020302037e+19
202007310075674,N000706,19224.0,'23002030203700000001,C230020302037,57611M69R00,"PANEL,FRONT FENDER,R",1105.46,2.30020302037e+19
202006160047360,N000706,36542.0,'23002029829500000001,C230020298295,71711M56R00-5PK,"BUMPER,FRONT (BLACK)",1398.43,2.30020298295e+19
202006160047360,N000706,36542.0,'23002029829500000001,C230020298295,35100M55R10,"HEADLAMP ASSY,RH",2245.76,2.30020298295e+19
202006160047360,N000706,36542.0,'23002029829500000001,C230020298295,71740M56R00-C48,"GRILLE COMP, RADIATOR UPPER",652.34,2.30020298295e+19
201910300136441,N000706,26692.0,'23002029444900000001,C230020294449,41602M53MA0,"STRUT ASSY,FRONT SUSPENSION,L",1273.43,2.30020294449e+19
201910300136441,N000706,26692.0,'23002029444900000001,C230020294449,71741M53MB0-5PK,"NET,FRONT BUMPER",820.31,2.30020294449e+19
201910300136441,N000706,26692.0,'23002029444900000001,C230020294449,57410M79G00,"HINGE COMP FRT HOOD,RH",71.87,2.30020294449e+19
201910300136441,N000706,26692.0,'23002029444900000001,C230020294449,44102M53MA0,"SHAFT ASSY,FRONT DRIVE,L",3464.84,2.30020294449e+19
201905310071872,N000706,19224.0,'23002029049300000001,C230020290493,99000M24121-137,PAPER FLOOR MAT (23X18),1.27,2.30020290493e+19
201905310071872,N000706,19224.0,'23002029049300000001,C230020290493,09148M06022,NUT,5.46,2.30020290493e+19
202012020069938,N000706,12801.0,'23002029043300000001,C230020290433,64511M75L00-P41,"PANEL, SIDE SILL LH",2320.31,2.30020290433e+19
202012020069938,N000706,12801.0,'23002029043300000001,C230020290433,71811M84P00-5PK,"BUMPER, REAR (BLACK)",3179.68,2.30020290433e+19
202012020069938,N000706,12801.0,'23002029043300000001,C230020290433,77171M68L00,"MOLDING, FRONT PILLAR LOWER LH",55.46,2.30020290433e+19
202010190120308,N000706,43373.0,'23002027842300000001,C230020278423,99000M24120-978,MGP RUST SMASH,77.96,2.30020278423e+19
202010190120308,N000706,43373.0,'23002027842300000001,C230020278423,99000M24121-091,BUTYL SEALING TAPE,351.69,2.30020278423e+19
202010190120308,N000706,43373.0,'23002027842300000001,C230020278423,87418M84020,DOOR GUARD,2.34,2.30020278423e+19
202010190120308,N000706,43373.0,'23002027842300000001,C230020278423,990J0M999H2-970,WAX TOP KIT 100ML,295.76,2.30020278423e+19
202010190120308,N000706,43373.0,'23002027842300000001,C230020278423,99000M24121-136,PAPER FLOOR MAT (20X15),0.84,2.30020278423e+19
202006250078601,N000706,23104.0,'23002028568300000001,C230020285683,71781M56R10-0PG,"GARNISH, FR BUMPER LOWER, R",339.84,2.30020285683e+19
202006250078601,N000706,23104.0,'23002028568300000001,C230020285683,43110M75J80,165/80R14 DURAPLUS (GY),2805.46,2.30020285683e+19
202006250078601,N000706,23104.0,'23002028568300000001,C230020285683,71721M56R00-5PK,"GRILLE, RADIATOR LOWER",183.59,2.30020285683e+19
202006250078601,N000706,23104.0,'23002028568300000001,C230020285683,72480M55R00,"LINING COMP, FRONT FENDER, L",437.5,2.30020285683e+19
202006250078601,N000706,23104.0,'23002028568300000001,C230020285683,71731M55R00,"HOLDER, FR BUMPER SIDE, R",47.65,2.30020285683e+19
202006250078601,N000706,23104.0,'23002028568300000001,C230020285683,72390M68P00,"CROSSMEMBER,FRONT LOWER",937.5,2.30020285683e+19
202006250078601,N000706,23104.0,'23002028568300000001,C230020285683,72351M56R00,"COVER, FRONT FENDER, R",67.96,2.30020285683e+19
202003270009785,N000706,30558.0,'23002033186200000001,C230020331862,71711M50S00-5PK,"BUMPER,FRONT",1949.21,2.30020331862e+19
202003270009785,N000706,30558.0,'23002033186200000001,C230020331862,08316M1006A,NUT,1.69,2.30020331862e+19
202003270009785,N000706,30558.0,'23002033186200000001,C230020331862,57711M68P00,"PANEL,FRONT FENDER,L",937.5,2.30020331862e+19
202003270009785,N000706,30558.0,'23002033186200000001,C230020331862,01550M0616A,BOLT,2.54,2.30020331862e+19
202010160051719,N000706,23101.0,'23002033071800000001,C230020330718,57711M56R10,"PANEL,FRONT FENDER,L (ED COATED)",914.06,2.30020330718e+19
202010160051719,N000706,23101.0,'23002032545200000001,C230020325452,09148M06022,NUT,4.68,2.30020325452e+19
202010160051719,N000706,23101.0,'23002032545200000001,C230020325452,57300M55R10,"PANEL COMP,FRONT HOOD",1945.31,2.30020325452e+19
202010160051719,N000706,23101.0,'23002032545200000001,C230020325452,57711M56R10,"PANEL,FRONT FENDER,L (ED COATED)",914.06,2.30020325452e+19
202009070062446,N000706,30564.0,'23002032529500000001,C230020325295,72460M68P10,"ABSORBER COMP,FR BUMPER LOWER",519.53,2.30020325295e+19
202010200073462,N000706,12794.0,'23002032497700000001,C230020324977,42431M74L01,"MOUNT, FRONT STABILIZER BAR",26.56,2.30020324977e+19
201912310084555,N000706,32725.0,'23002030305500000001,C230020303055,99000M24120-879,MASKING TAPE ( 24 MM*30 MTRS),44.91,2.30020303055e+19
201912310084555,N000706,32725.0,'23002030305500000001,C230020303055,58230M83B00,HINGE COMP FRONT HOOD L,60.15,2.30020303055e+19
202008130049962,N000706,12801.0,'23002028932300000001,C230020289323,48150M65M10-C48,"MODULE ASSY, AIR BAG",5269.53,2.30020289323e+19
201912210117900,N000706,25375.0,'23002027620300000001,C230020276203,38833M68K10,ONE WAY JOINT,3.12,2.30020276203e+19
202010140054634,N000706,42009.0,'23002033806400000001,C230020338064,68001M62S00,"PANEL ASSY,FRONT DOOR,R",4296.87,2.30020338064e+19
202011090057079,N000706,42936.0,'23002033704300000001,C230020337043,35321M82P13,UNIT HEADLAMP LH,5961.86,2.30020337043e+19
202008050021413,N000706,30558.0,'23002033618700000001,C230020336187,99000M24121-053,PREMIUM FOAM WASH-FIBER CLOTH,80.95,2.30020336187e+19
202008050021413,N000706,30558.0,'23002033618700000001,C230020336187,09148M06022,NUT,4.68,2.30020336187e+19
202011270218652,N000706,19224.0,'23002033595600000001,C230020335956,09471M12216,BULB (12V 5W),22.88,2.30020335956e+19
201910300136441,N000706,26692.0,'23002029444900000001,C230020294449,72360M76G10,BRACKET COMP STABILISER L,207.03,2.30020294449e+19
201910300136441,N000706,26692.0,'23002029444900000001,C230020294449,90900M10165,EMERY PAPER,31.25,2.30020294449e+19
202004270032325,N000706,20554.0,'23002029075700000001,C230020290757,17931M53F51,"TANK, WATER RESERVE",67.18,2.30020290757e+19
202004270032325,N000706,20554.0,'23002029075700000001,C230020290757,95732M83B01,"PIPE,RECEIVER,OUTLET(SINGLE AC)",2503.9,2.30020290757e+19
202004270032325,N000706,20554.0,'23002029075700000001,C230020290757,58100M83B00,PANEL FRONT HOOD,2449.21,2.30020290757e+19
202008060019873,N000706,36550.0,'23002032759000000001,C230020327590,71711M56R00-5PK,"BUMPER,FRONT (BLACK)",1398.43,2.3002032759e+19
202002210061456,N000706,23102.0,'23002032697500000001,C230020326975,71821M75L00,"HOLDER, RR BUMPER SIDE RH",78.12,2.30020326975e+19
202003250052800,N000706,35708.0,'23002032690000000001,C230020326900,71711M67LA0-5PK,BUMPER FRONT,1050.78,2.300203269e+19
202003200081902,N000706,18914.0,'23002032595600000001,C230020325956,71810M55R10-5PK,BUMPER SET REAR,1980.46,2.30020325956e+19
202003200081902,N000706,18914.0,'23002032595600000001,C230020325956,990J0M999H2-970,WAX TOP KIT 100ML,295.76,2.30020325956e+19
202003200081902,N000706,18914.0,'23002032595600000001,C230020325956,57611M55R10,"PANEL,FRONT FENDER,R",1093.75,2.30020325956e+19
202003200081902,N000706,18914.0,'23002032595600000001,C230020325956,99000M24121-110,INTERIOR PROTECTION COVERS -ARENA,16.94,2.30020325956e+19
201912310133108,N000706,18914.0,'23002030862600000001,C230020308626,77831M68L00-0PG,"EMBLEM, SWIFT (CHROME)",54.68,2.30020308626e+19
201912310133108,N000706,18914.0,'23002030862600000001,C230020308626,71811M74L00,YP8 SWIFT-REAR BUMPER,1789.06,2.30020308626e+19
201912310133164,N000706,18914.0,'23002031970300000001,C230020319703,71711M55R00-5PK,"BUMPER ,FRONT",1640.62,2.30020319703e+19
201912310133164,N000706,18914.0,'23002031970300000001,C230020319703,77811M54GC0-0PG,"EMBLEM,MARK(S)(CHROME)",97.65,2.30020319703e+19
202008220065821,N000706,41406.0,'23002031847000000001,C230020318470,77613M78L10-DHK,"DECAL,SIDE STRIPE RR QTR,R",206.77,2.3002031847e+19
202008220065821,N000706,41406.0,'23002031847000000001,C230020318470,77612M78L10-DHK,"DECAL,SIDE STRIPE RR DR,R",411.01,2.3002031847e+19
202009170065927,N000706,25375.0,'23002031842000000001,C230020318420,71711M53MA0-5PK,"BUMPER, FRONT",1039.06,2.3002031842e+19
202009170065927,N000706,25375.0,'23002031842000000001,C230020318420,35321M53MA0,"UNIT HEAD LAMP, LH",1733.05,2.3002031842e+19
202001140092493,N000706,23103.0,'23002032308700000001,C230020323087,95310M55R00,CONDENSER ASSY,3222.65,2.30020323087e+19
202006300075217,N000706,29373.0,'23002032710200000001,C230020327102,57711M67P00,"PANEL,FR FENDER,L",891.47,2.30020327102e+19
202006300075217,N000706,29373.0,'23002032710200000001,C230020327102,990J0M999H2-080,BODY WAX TOP NAX PRO,733.61,2.30020327102e+19
202006300075217,N000706,29373.0,'23002032710200000001,C230020327102,72322M53M00,"LINING,FRONT FENDER,L",189.92,2.30020327102e+19
202001170048718,N000706,30558.0,'23002033085600000001,C230020330856,09409M07L01,CLIP,2.34,2.30020330856e+19
202001170048718,N000706,30558.0,'23002033085600000001,C230020330856,990J0M999H2-250,SCREEN WASH 50ML,11.86,2.30020330856e+19
202011200077242,N000706,30557.0,'23002028339500000001,C230020283395,99000M24120-460,DG SEALANT SET WITHOUT PRIMER,584.74,2.30020283395e+19
202003090078464,N000706,41406.0,'23002027943200000001,C230020279432,36410M75F30,"LAMP ASSY,SIDE TURN SIGNAL",59.66,2.30020279432e+19
202003090078464,N000706,41406.0,'23002027943200000001,C230020279432,77622M78L10-DHK,"DECAL,SIDE STRIPE RR DR,L",415.96,2.30020279432e+19
202010310030755,N000706,12801.0,'23002027254100000001,C230020272541,82500M75L00,"LATCH ASSY, TRUNK LID",118.64,2.30020272541e+19
202010310030755,N000706,12801.0,'23002027254100000001,C230020272541,64120M74K01,"PANEL COMP,RR LAMP HOUSE,R",583.59,2.30020272541e+19
201907230039215,N000706,21829.0,'23002025960800000001,C230020259608,99000M24120-460,DG SEALANT SET WITHOUT PRIMER,584.74,2.30020259608e+19
202010200073462,N000706,12794.0,'23002032497700000001,C230020324977,72322M74L00,"LINING, FRONT FENDER LH",289.06,2.30020324977e+19
202010200073462,N000706,12794.0,'23002032497700000001,C230020324977,41601M74L51,"STRUT ASSY,FRONT SPNSN,R",1425.78,2.30020324977e+19
202010200073462,N000706,12794.0,'23002032497700000001,C230020324977,41710M74L00,"SUPPORT, FRONT STRUT",304.68,2.30020324977e+19
202002180011566,N000706,31306.0,'23002032392600000001,C230020323926,990J0M999Z0-320,Multi Hole Disc  P320,2114.4,2.30020323926e+19
202011070089536,N000706,36542.0,'23002032052100000001,C230020320521,71811M54T00-5PK,"BUMPER,REAR",2257.81,2.30020320521e+19
202009090223489,N000706,36545.0,'23002031723000000001,C230020317230,99000M24121-163,INTERIOR PROTECTION COVERS-ARENA,25.42,2.3002031723e+19
202009090223489,N000706,36545.0,'23002031723000000001,C230020317230,84511M56R00,GLASS WINDSHIELD,3211.86,2.3002031723e+19
202009090223489,N000706,36545.0,'23002031723000000001,C230020317230,71811M54T00-5PK,"BUMPER,REAR",2257.81,2.3002031723e+19
201912210117900,N000706,25375.0,'23002027620300000001,C230020276203,58230M53M00,"MEMBER COMP,HOOD LOCK",252.34,2.30020276203e+19
201912210117900,N000706,25375.0,'23002027620300000001,C230020276203,58610M53M00,"MEMBER COMP,APRON SIDE,R",2683.59,2.30020276203e+19
201912210117900,N000706,25375.0,'23002027620300000001,C230020276203,71741M53MA0-5PK,"NET, FRONT BUMPER",781.25,2.30020276203e+19
201912210117900,N000706,25375.0,'23002027620300000001,C230020276203,99000M24120-389,COMPRESSOR OIL(250ML)DENSO 8(R134A),614.4,2.30020276203e+19
201912210117900,N000706,25375.0,'23002027620300000001,C230020276203,09471M12188,BULB 12V-55W,194.91,2.30020276203e+19
201912210117900,N000706,25375.0,'23002027620300000001,C230020276203,99000M24120-621,BUSH SET FR STRUT ( ALTO/WAGON R),242.18,2.30020276203e+19
201912210117900,N000706,25375.0,'23002027620300000001,C230020276203,15410M84320,FILTER COMP FUEL,33.05,2.30020276203e+19
202004270030685,N003410,25368.0,'23002033259300000001,C230020332593,71822M53M00,"HOLDER,RR BUMPER SIDE,L",52.34,2.30020332593e+19
202004270030685,N003410,25368.0,'23002033259300000001,C230020332593,09409M08006,CLIP,3.12,2.30020332593e+19
202004270030685,N003410,25368.0,'23002033259300000001,C230020332593,09148M06022,NUT,5.46,2.30020332593e+19
202004270030685,N003410,25368.0,'23002033259300000001,C230020332593,01550M0616A,BOLT,2.54,2.30020332593e+19
202001050012143,N000706,12794.0,'23002033223500000001,C230020332235,71711M74L00,BUMPER FRONT,1437.5,2.30020332235e+19
202001050012143,N000706,12794.0,'23002033223500000001,C230020332235,72322M74L10,"LINING, FRONT FENDER LH",386.71,2.30020332235e+19
201910190099953,N000706,18914.0,'23002033130000000001,C230020331300,71711M55R00-5PK,"BUMPER ,FRONT",1671.87,2.300203313e+19
201904270030233,N000706,19224.0,'23002033057200000001,C230020330572,36410M67K10,"LAMP ASSY,SIDE TURN SIG",101.69,2.30020330572e+19
201904270030233,N000706,19224.0,'23002033057200000001,C230020330572,09409M07L01,CLIP,3.12,2.30020330572e+19
201904270030233,N000706,19224.0,'23002033057200000001,C230020330572,35121M69R00,UNIT HEAD LAMP RH,2021.18,2.30020330572e+19
201904270030233,N000706,19224.0,'23002033057200000001,C230020330572,71711M69R00-5PK,"BUMPER,FRONT",1437.5,2.30020330572e+19
202008240074954,N000706,30558.0,'23002032500900000001,C230020325009,71811M68P10-5PK,"BUMPER, RR (BLACK)",3109.37,2.30020325009e+19
201903200074207,N000706,21829.0,'23002032434100000001,C230020324341,09409M07L01,CLIP,2.34,2.30020324341e+19
201903200074207,N000706,21829.0,'23002032434100000001,C230020324341,35300M55R10,"HEADLAMP ASSY,LH",2190.67,2.30020324341e+19
201903200074207,N000706,21829.0,'23002032434100000001,C230020324341,57711M55R10,"PANEL,FRONT FENDER,L",976.56,2.30020324341e+19
202004270032325,N000706,20554.0,'23002029075700000001,C230020290757,58700M83B10,"PANEL ASSY,FRONT",2062.5,2.30020290757e+19
202004270032325,N000706,20554.0,'23002029075700000001,C230020290757,59110M83B00,"FRAME SUBCOMP,FLOOR FRONT,RH",1957.03,2.30020290757e+19
201912300102608,N000706,30563.0,'23002029031600000001,C230020290316,71711M50S00-5PK,"BUMPER,FRONT",1984.37,2.30020290316e+19
202001170006041,N000706,35647.0,'23002028583000000001,C230020285830,35121M66R10,"HEAD LAMP ASSY, RH",1936.44,2.3002028583e+19
202001170006041,N000706,35647.0,'23002028583000000001,C230020285830,57420M66R00,"HINGE COMP,FRONT HOOD,L",160.15,2.3002028583e+19
202001170006041,N000706,35647.0,'23002028583000000001,C230020285830,17878M75J00,MOUNTING RDTR SUPPORT LOWER,13.28,2.3002028583e+19
202008050055694,N000706,30557.0,'23002032313600000001,C230020323136,77811M58J10-0PG,"EMBLEM,REAR",53.9,2.30020323136e+19
202008050055694,N000706,30557.0,'23002032313600000001,C230020323136,35750M68P00,"LAMP UNIT, RR COMB LH",1919.49,2.30020323136e+19
202012190026873,N000706,35707.0,'23002032272300000001,C230020322723,77811M63J00-0PG,"EMBLEM,MARK(S)",67.96,2.30020322723e+19
201907300042827,N000706,33406.0,'23002032243100000001,C230020322431,71811M69R00-5PK,"BUMPER,REAR",4195.31,2.30020322431e+19
202002280051452,N000706,30557.0,'23002032242400000001,C230020322424,43250M68P00-27N,WHL CVR SLVR BALENO,382.81,2.30020322424e+19
202005140045942,N000706,28713.0,'23002032183700000001,C230020321837,35121M79M00,"UNIT,HEADLAMP RH",3277.31,2.30020321837e+19
